ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,raw_ntee_code,subseccd,sub_name,strein,ntee_letter
872590196,Academy For Global Citizenship Support Corporation,% PAUL GUILIANELLI,4942 W 44TH ST,Chicago,IL,60638-1900,0,3,3,1000,2021-11-01,1,21,000000000,1,1,2024-06-01,9,7,1,0,6,55561499.0,9670790.0,9670790.0,B19,,2023-05-09T20:34:52.795Z,2025-11-18T01:40:57.412Z,current_2025_11_18,B19,3,Academy For Global Citizenship Support Corporation,87-2590196,B
362476388,Easter Seals Dupage And The Fox Valley Region,,830 S ADDISON AVE,Villa Park,IL,60181-2877,0,3,3,1000,2001-12-01,1,16,927059602,1,1,2024-08-01,8,8,1,0,8,10053160.0,12676571.0,9617959.0,E50,,2023-05-09T20:29:21.425Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E50,3,Easter Seals Dupage And The Fox Valley Region,36-2476388,E
371311590,Tazwood Community Services Inc,,610 PARK AVE,Pekin,IL,61554-4650,0,3,3,1000,1994-06-01,1,15,560000000,1,1,2024-06-01,5,7,1,0,6,947590.0,9627761.0,9613587.0,P20Z,,2023-05-09T20:29:44.487Z,2025-11-18T01:39:04.098Z,current_2025_11_18,P20Z,3,Tazwood Community Services Inc,37-1311590,P
862146583,Advanced Medical Transport East Inc,,1718 N STERLING AVE,West Peoria,IL,61604-3831,0,3,3,1000,2021-08-01,1,16,000000000,1,1,2024-12-01,6,7,1,0,12,4268125.0,9701528.0,9595725.0,E62,,2023-05-09T20:34:40.594Z,2025-11-18T01:40:51.434Z,current_2025_11_18,E62,3,Advanced Medical Transport East Inc,86-2146583,E
363519498,Hanul Family Alliance,,5008 N KEDZIE AVE,Chicago,IL,60625-4914,0,3,3,1000,1988-08-01,1,15,575000000,1,1,2024-06-01,7,7,1,0,6,5687137.0,9603886.0,9574247.0,P99,Hanul Family Alliance,2023-05-09T20:29:27.632Z,2025-11-18T01:38:55.197Z,current_2025_11_18,P99,3,Hanul Family Alliance Hanul Family Alliance,36-3519498,P
272620284,Society For Laboratory Automation And Screening,,1301 W 22ND ST STE 708,Oak Brook,IL,60523-2043,0,3,3,1200,2011-12-01,1,15,000000000,1,1,2024-12-01,8,8,1,0,12,16149935.0,11267004.0,8695874.0,U12,,2023-05-09T20:27:57.374Z,2025-11-18T01:38:24.286Z,current_2025_11_18,U12,3,Society For Laboratory Automation And Screening,27-2620284,U
274521750,Walgreens Assistance Inc,% WALGREENS TAX DEPARTMENT,108 WILMOT ROAD MS TAX DEPT,Deerfield,IL,60015-5145,0,3,3,1000,2012-02-01,1,3,000000000,1,1,2024-08-01,8,7,0,1,8,25176838.0,9550551.0,,P60,,2023-05-09T20:28:02.455Z,2025-11-18T01:38:27.224Z,current_2025_11_18,P60,3,Walgreens Assistance Inc,27-4521750,P
364320533,Holy Family Ministries,% SUSAN WORK,3225 ARNOLD LN,Northbrook,IL,60062-2406,0,3,3,1200,1999-12-01,1,15,000000000,1,1,2024-07-01,8,8,1,0,7,22151315.0,16427427.0,9548907.0,B122,,2023-05-09T20:29:34.033Z,2025-11-18T01:38:58.133Z,current_2025_11_18,B122,3,Holy Family Ministries,36-4320533,B
364377387,Greater Auburn Gresham Development Corporation,% CARLOS A NELSON,7901 S RACINE AVE,Chicago,IL,60620-3009,0,3,3,1000,2001-06-01,1,15,000000000,1,1,2023-12-01,8,7,1,0,12,27407086.0,9881420.0,9543644.0,S41,,2023-05-09T20:29:34.389Z,2025-11-18T01:38:58.133Z,current_2025_11_18,S41,3,Greater Auburn Gresham Development Corporation,36-4377387,S
364273836,Labor Management Union Carpentry Cooperation Promotion Fund,% GARY PERINAR,12 E ERIE STREET,Chicago,IL,60611-2795,0,6,3,1000,2001-11-01,2,0,000000000,1,1,2024-12-01,8,8,1,0,12,42975419.0,14359478.0,9533361.0,J40,Umlauf Martin C,2023-05-09T20:29:33.656Z,2025-11-18T01:38:58.133Z,current_2025_11_18,J40,6,Labor Management Union Carpentry Cooperation Promotion Fund Umlauf Martin C,36-4273836,J
362977001,Community Contacts Inc,% COMM,100 S HAWTHORNE ST,Elgin,IL,60123-5874,0,3,3,1000,1979-04-01,1,15,575000000,1,1,2024-06-01,6,7,1,0,6,2949906.0,9518531.0,9518531.0,L80Z,,2023-05-09T20:29:23.000Z,2025-11-18T01:38:55.197Z,current_2025_11_18,L80Z,3,Community Contacts Inc,36-2977001,L
370959387,Personal Assistance Telephone Help Inc,,115 W JEFFERSON ST STE 103,Bloomington,IL,61701-3967,0,3,3,1000,1972-11-01,1,15,999000000,1,1,2024-06-01,6,7,1,0,6,4809380.0,9505799.0,9505799.0,F40Z,Path,2023-05-09T20:29:41.571Z,2025-11-18T01:39:01.266Z,current_2025_11_18,F40Z,3,Personal Assistance Telephone Help Inc Path,37-0959387,F
237087890,Bickerdike Redevelopment Corporation,% ANNA OWEN,2550 W NORTH AVE,Chicago,IL,60647-5216,0,3,3,1000,1972-01-01,1,16,399402000,1,1,2024-12-01,9,6,1,0,12,95710737.0,4744337.0,4115128.0,L820,,2023-05-09T20:26:59.070Z,2025-11-18T01:38:05.465Z,current_2025_11_18,L820,3,Bickerdike Redevelopment Corporation,23-7087890,L
362966006,Primo Center For Women And Children,,6212 S SANGAMON ST,Chicago,IL,60621-2006,0,3,3,1000,1978-08-01,1,15,029574000,1,1,2024-06-01,7,7,1,0,6,9742832.0,9469912.0,9469912.0,B90Z,,2023-05-09T20:29:22.929Z,2025-11-18T01:38:55.197Z,current_2025_11_18,B90Z,3,Primo Center For Women And Children,36-2966006,B
362217287,Cornerstone Credit Union,,550 W MEADOWS DR,Freeport,IL,61032-5072,0,14,3,1000,1941-09-01,2,0,251603000,5,1,2024-12-01,9,7,1,0,12,163615171.0,9439660.0,9439660.0,W61,,2023-05-09T20:29:20.842Z,2025-11-18T01:38:55.197Z,current_2025_11_18,W61,14,Cornerstone Credit Union,36-2217287,W
862639600,Restoration Of America Foundation I Nc,% JANINA GEWONT,1901 BUTTERFIELD RD STE 920,Downers Grove,IL,60515-5438,0,3,3,2000,2022-05-01,1,15,000000000,1,1,2023-12-01,5,7,1,0,12,848969.0,9428990.0,9428990.0,R20,,2023-05-09T20:34:42.144Z,2025-11-18T01:40:54.403Z,current_2025_11_18,R20,3,Restoration Of America Foundation I Nc,86-2639600,R
384005773,Esf Ii Inc,% STEVEN BRUEGGEMAN,2501 PATRIOT BLVD,Glenview,IL,60026-8022,6270,3,6,1000,2017-04-01,1,15,000000000,1,1,2024-12-01,9,8,1,0,12,228970039.0,45026301.0,9421993.0,B82,,2023-05-09T20:30:07.424Z,2025-11-18T01:39:10.195Z,current_2025_11_18,B82,3,Esf Ii Inc,38-4005773,B
452389060,Edward Ambulance Services Llc,% DAVID MARSHALL,2772 GOLFVIEW RD STE A,Naperville,IL,60563-1097,0,3,3,1000,2011-11-01,1,16,000000000,1,1,2023-12-01,7,7,1,0,12,5085562.0,9457694.0,9420544.0,E62,Edward Ambulance Services,2023-05-09T20:30:56.175Z,2025-11-18T01:39:30.851Z,current_2025_11_18,E62,3,Edward Ambulance Services Llc Edward Ambulance Services,45-2389060,E
364443304,The@Martha And Joseph Schrodt Family Foundation,% MERLE JOSEPH SCHRODT,1130 S MICHIGAN AVE APT 2604,Chicago,IL,60605-2331,0,3,3,1000,2001-07-01,1,4,000000000,1,1,2024-12-01,8,6,0,1,12,13515698.0,2818257.0,,T20,,2023-05-09T20:29:34.941Z,2025-11-18T01:38:58.133Z,current_2025_11_18,T20,3,The@Martha And Joseph Schrodt Family Foundation,36-4443304,T
731386920,Gateway For Cancer Research Inc,,1449 S MICHIGAN AVE,Chicago,IL,60605-2810,0,3,3,1200,1992-06-01,1,15,161000000,1,1,2024-06-01,8,8,1,0,6,21075932.0,13305231.0,9383526.0,H00Z,,2023-05-09T20:33:09.274Z,2025-11-18T01:40:20.080Z,current_2025_11_18,H00Z,3,Gateway For Cancer Research Inc,73-1386920,H
522175544,National Quality Forum,% MARC CHARON,1 RENAISSANCE BLVD,Oakbrook Ter,IL,60181-4294,0,3,3,2000,1999-10-01,1,15,000000000,1,1,2023-12-01,8,7,1,0,12,33729274.0,9373914.0,9373914.0,E05,Dana Gelb Safran,2023-05-09T20:32:09.279Z,2025-11-18T01:39:58.570Z,current_2025_11_18,E05,3,National Quality Forum Dana Gelb Safran,52-2175544,E
237171433,American College Of Foot And Ankle Surgeons,,8725 W HIGGINS RD STE 555,Chicago,IL,60631-2724,5957,3,6,2000,2013-11-01,1,16,995120000,1,1,2023-12-01,8,8,1,0,12,19568388.0,10522193.0,9312986.0,B03,,2023-05-09T20:27:03.842Z,2025-11-18T01:38:05.465Z,current_2025_11_18,B03,3,American College Of Foot And Ankle Surgeons,23-7171433,B
364496852,Wolcott School,% JEFFREY AEDER,524 N WOLCOTT AVE,Chicago,IL,60622-6256,0,3,3,1200,2014-08-01,1,11,000000000,1,1,2024-06-01,8,8,1,0,6,18743995.0,11058640.0,9312544.0,B25,,2023-05-09T20:29:35.303Z,2025-11-18T01:38:58.133Z,current_2025_11_18,B25,3,Wolcott School,36-4496852,B
361764263,International Association Of Sheet Metal Air Rail & Transportation,% RAYMOND SUGGS,4550 ROOSEVELT RD,Hillside,IL,60162-2053,6122,5,9,3000,2015-02-01,2,0,263264566,5,1,2024-12-01,8,8,1,0,12,24042053.0,11097404.0,9292804.0,J40,73 Sm,2023-05-09T20:29:20.046Z,2025-11-18T01:38:52.395Z,current_2025_11_18,J40,5,International Association Of Sheet Metal Air Rail & Transportation 73 Sm,36-1764263,J
822016290,Society Of St Vincent De Paul Peoria Council,% MICHAEL R SEGHETTI,PO BOX 3073,Peoria,IL,61612-3073,0,3,3,1000,2022-09-01,1,15,000000000,1,1,2024-09-01,5,7,1,0,9,949018.0,9280007.0,9280007.0,X20,,2023-05-09T20:33:39.782Z,2025-11-18T01:40:32.535Z,current_2025_11_18,X20,3,Society Of St Vincent De Paul Peoria Council,82-2016290,X
364400754,The Center For Economic Research And Social Change Inc,,800 W BUENA AVE,Chicago,IL,60613-1612,0,3,3,2000,2022-06-01,1,15,000000000,1,1,2024-08-01,8,8,1,0,8,18378817.0,10338567.0,9244716.0,A33,,2023-05-09T20:29:34.567Z,2025-11-18T01:38:58.133Z,current_2025_11_18,A33,3,The Center For Economic Research And Social Change Inc,36-4400754,A
830367521,Urban Initiatives Inc,% JAMES DOWER,650 W LAKE ST STE 340,Chicago,IL,60661-1035,0,3,3,1000,2004-02-01,1,15,000000000,1,1,2024-07-01,6,7,1,0,7,4754774.0,9554790.0,9216855.0,P30,,2023-05-09T20:33:53.405Z,2025-11-18T01:40:35.531Z,current_2025_11_18,P30,3,Urban Initiatives Inc,83-0367521,P
237063419,Olivet Nazarene University Foundation,,387 S MAIN ST,Bourbonnais,IL,60914-1977,0,3,3,1000,1970-03-01,1,17,602000000,1,1,2024-06-01,9,8,1,0,6,192802068.0,22097683.0,9210481.0,B42I,,2023-05-09T20:26:57.935Z,2025-11-18T01:38:02.788Z,current_2025_11_18,B42I,3,Olivet Nazarene University Foundation,23-7063419,B
366110271,American Bar Foundation,,750 N LAKE SHORE DRIVE,Chicago,IL,60611-3152,0,3,3,2000,1956-02-01,1,15,059000000,1,1,2024-08-01,8,8,1,0,8,42157416.0,10812147.0,9200711.0,I030,,2023-05-09T20:29:38.466Z,2025-11-18T01:39:01.266Z,current_2025_11_18,I030,3,American Bar Foundation,36-6110271,I
452212393,Friends Of Elnet,% LARRY J HOCHBERG,5215 OLD ORCHARD RD STE 880,Skokie,IL,60077-1094,0,3,3,1000,2012-03-01,1,15,000000000,1,1,2024-12-01,7,7,1,0,12,7141540.0,8955347.0,8955347.0,Q20,,2023-05-09T20:30:55.918Z,2025-11-18T01:39:30.851Z,current_2025_11_18,Q20,3,Friends Of Elnet,45-2212393,Q
873364118,Monastery Foundation,,6901 S DORCHESTER AVENUE,Chicago,IL,60637-6373,0,3,3,1000,2022-04-01,1,4,000000000,1,1,2023-12-01,8,7,0,1,12,13728272.0,9191605.0,,A20,,2023-05-09T20:34:55.330Z,2025-11-18T01:40:57.412Z,current_2025_11_18,A20,3,Monastery Foundation,87-3364118,A
363641111,Chicago Chesed Fund Inc,% DEVORIE GRUNBLATT,7045 N RIDGEWAY AVE,Lincolnwood,IL,60712-2619,0,3,3,1000,1991-11-01,1,15,560994000,1,1,2024-12-01,8,7,1,0,12,15201057.0,9388632.0,9162422.0,P600,,2023-05-09T20:29:28.690Z,2025-11-18T01:38:58.133Z,current_2025_11_18,P600,3,Chicago Chesed Fund Inc,36-3641111,P
370776135,Evenglow Lodge,% EVEN,215 E WASHINGTON ST,Pontiac,IL,61764-2011,0,3,3,1700,1961-10-01,1,16,382179001,1,1,2023-12-01,9,7,1,0,12,50060975.0,9680616.0,9156011.0,E91Z,,2023-05-09T20:29:41.136Z,2025-11-18T01:39:01.266Z,current_2025_11_18,E91Z,3,Evenglow Lodge,37-0776135,E
43604839,Bethany Methodist Corporation,% REV STEPHEN A DAHL,2601 CHESTNUT AVE UNIT 3201,Glenview,IL,60026-8317,0,3,3,1000,2002-10-01,1,16,000000000,1,1,2024-09-01,8,7,1,0,12,25583153.0,9144599.0,9144599.0,L22,Chestnut Square At The Glen Associa,2023-05-09T20:26:08.677Z,2025-11-18T01:37:47.981Z,current_2025_11_18,L22,3,Bethany Methodist Corporation Chestnut Square At The Glen Associa,04-3604839,L
271962360,Care For Real,,5339 N SHERIDAN RD,Chicago,IL,60640-2531,0,3,3,1000,2010-05-01,1,15,000000000,1,1,2024-03-01,7,7,1,0,3,6618298.0,9140133.0,9140133.0,P20,,2023-05-09T20:27:54.846Z,2025-11-18T01:38:24.286Z,current_2025_11_18,P20,3,Care For Real,27-1962360,P
363805338,Alphawood Foundation,% FRED EYCHANER,2401 N HALSTED ST STE 210,Chicago,IL,60614-2451,0,3,3,1000,1992-08-01,1,4,602000000,1,1,2024-02-01,9,8,0,1,2,65137736.0,15680327.0,,T20,,2023-05-09T20:29:30.248Z,2025-11-18T01:38:58.133Z,current_2025_11_18,T20,3,Alphawood Foundation,36-3805338,T
262193509,Lighthouse Catholic Media Nfp,% MICHAEL J PACER,1915 ASTER RD,Sycamore,IL,60178-1938,0,3,3,1000,2009-04-01,1,16,000000000,1,1,2024-12-01,6,7,1,0,12,4117760.0,9491831.0,9130031.0,X80,5 Stones Group Nfp,2023-05-09T20:27:39.798Z,2025-11-18T01:38:18.158Z,current_2025_11_18,X80,3,Lighthouse Catholic Media Nfp 5 Stones Group Nfp,26-2193509,X
370914558,Kaskaskia Workshop Inc,,PO BOX 1946,Centralia,IL,62801-9127,0,3,3,1000,1970-06-01,1,15,602279000,1,1,2024-06-01,8,7,1,0,6,12730069.0,9110212.0,9110212.0,J300,,2023-05-09T20:29:41.424Z,2025-11-18T01:39:01.266Z,current_2025_11_18,J300,3,Kaskaskia Workshop Inc,37-0914558,J
814563334,Paul Liebman Family Foundation,% PAUL LIEBMAN,333 W WACKER DR STE 1700,Chicago,IL,60606-1247,0,3,3,1000,2017-10-01,1,4,000000000,1,1,2024-12-01,8,8,0,1,12,39289322.0,21766403.0,,T12,,2023-05-09T20:33:31.376Z,2025-11-18T01:40:29.529Z,current_2025_11_18,T12,3,Paul Liebman Family Foundation,81-4563334,T
270988546,Genyouth Inc,% QUINTON BAILY,10255 W HIGGINS RD STE 900,Rosemont,IL,60018-5638,0,3,3,1000,2010-05-01,1,15,000000000,1,1,2024-12-01,8,8,1,0,12,12018437.0,10815269.0,8749425.0,T20,Genyouth Founation,2023-05-09T20:27:51.833Z,2025-11-18T01:38:24.286Z,current_2025_11_18,T20,3,Genyouth Inc Genyouth Founation,27-0988546,T
362540488,Wesley Willows A Methodist Retirement Home,% WESL,4141 N ROCKTON AVE,Rockford,IL,61103-1524,0,3,3,1000,1965-09-01,1,16,382029575,1,1,2024-06-01,8,7,1,0,6,47058832.0,9067553.0,9067553.0,L22Z,,2023-05-09T20:29:21.661Z,2025-11-18T01:38:55.197Z,current_2025_11_18,L22Z,3,Wesley Willows A Methodist Retirement Home,36-2540488,L
262991942,Susan Crown Exchange Inc,% SUSAN CROWN,4 E OHIO ST STE 30,Chicago,IL,60611-2783,0,3,3,1000,2010-11-01,1,4,000000000,1,1,2023-12-01,6,7,0,1,12,4405218.0,9144209.0,,T20,,2023-05-09T20:27:42.497Z,2025-11-18T01:38:21.228Z,current_2025_11_18,T20,3,Susan Crown Exchange Inc,26-2991942,T
363766444,Conway Farms Golf Club Inc,% CONW,425 S CONWAY FARMS DR,Lake Forest,IL,60045-2530,0,7,3,1000,2000-05-01,2,0,000000000,1,1,2024-12-01,8,8,1,0,12,32948685.0,11298051.0,9502016.0,N50,,2023-05-09T20:29:29.919Z,2025-11-18T01:38:58.133Z,current_2025_11_18,N50,7,Conway Farms Golf Club Inc,36-3766444,N
370914929,Ccar Industries,,1530 LINCOLN AVE,Charleston,IL,61920-3057,0,3,3,1000,1970-08-01,1,15,059029000,1,1,2024-06-01,8,8,1,0,6,17778807.0,15290036.0,9007905.0,P820,,2023-05-09T20:29:41.424Z,2025-11-18T01:39:01.266Z,current_2025_11_18,P820,3,Ccar Industries,37-0914929,P
926067214,Greg And Anna Brown Family Foundation,% AYCO COMPANY LP,540 LAKE COOK RD STE 600,Deerfield,IL,60015-5605,0,3,3,1000,2023-01-01,1,4,000000000,2,1,2024-12-01,8,8,0,1,12,11226027.0,11508655.0,,T22,Troy H Brown Ttee,2023-08-15T16:30:02.484Z,2025-11-18T01:41:09.905Z,current_2025_11_18,T22,3,Greg And Anna Brown Family Foundation Troy H Brown Ttee,92-6067214,T
274409282,Food For Greater Elgin Inc,% MICHELLE FRAMPTON,1553 COMMERCE DR,Elgin,IL,60123-9304,0,3,3,1000,2011-05-01,1,15,000000000,1,1,2024-06-01,6,7,1,0,6,3650393.0,9032468.0,9004516.0,K31,,2023-05-09T20:28:02.166Z,2025-11-18T01:38:27.224Z,current_2025_11_18,K31,3,Food For Greater Elgin Inc,27-4409282,K
300943172,Ulta Beauty Charitable Foundation,% STEVEN HUTKAI,1000 REMINGTON BLVD STE 120,Bolingbrook,IL,60440-4708,0,3,3,1000,2016-09-01,1,15,000000000,1,1,2025-01-01,6,7,1,0,1,3009775.0,8989914.0,8989829.0,H30,,2023-05-09T20:28:08.958Z,2025-11-18T01:38:30.078Z,current_2025_11_18,H30,3,Ulta Beauty Charitable Foundation,30-0943172,H
611657046,Society Of Gynecologic Oncology,,620 N LA SALLE DR,Chicago,IL,60654-3708,0,6,3,2000,2014-08-01,2,0,000000000,1,1,2023-12-01,7,7,1,0,12,6867163.0,8985245.0,8985245.0,E99,,2023-05-09T20:33:03.543Z,2025-11-18T01:40:16.862Z,current_2025_11_18,E99,6,Society Of Gynecologic Oncology,61-1657046,E
364007250,Kids Around The World Inc,% JAMES ROSENE,5245 28TH AVE,Rockford,IL,61109-1722,0,3,3,1000,1996-05-01,1,15,994349000,1,1,2024-12-01,7,7,1,0,12,5149561.0,8982910.0,8982910.0,O99,,2023-05-09T20:29:31.749Z,2025-11-18T01:38:58.133Z,current_2025_11_18,O99,3,Kids Around The World Inc,36-4007250,O
363959353,Public Health Institute Of Metropolitan Chicago,% KAREN REITAN,180 N MICHIGAN AVE STE 1200,Chicago,IL,60601-7480,0,3,3,1000,1994-09-01,1,15,165429994,1,1,2023-12-01,6,7,1,0,12,3493334.0,8981533.0,8981533.0,E70,,2023-05-09T20:29:31.393Z,2025-11-18T01:38:58.133Z,current_2025_11_18,E70,3,Public Health Institute Of Metropolitan Chicago,36-3959353,E
237182780,American Orthopaedic Society For Sports Medicine,% GREG DUMMER,9400 W HIGGINS RD STE 300,Rosemont,IL,60018-4975,0,3,3,2800,1973-02-01,1,16,123000000,1,1,2024-12-01,8,8,1,0,12,19465319.0,12736517.0,9263251.0,G9DZ,,2023-05-09T20:27:04.521Z,2025-11-18T01:38:05.465Z,current_2025_11_18,G9DZ,3,American Orthopaedic Society For Sports Medicine,23-7182780,G
362464898,Remedies Renewing Lives,,215 EASTON PKWY,Rockford,IL,61108-2216,0,3,3,1000,1962-02-01,1,15,999000000,1,1,2024-06-01,8,7,1,0,6,25473126.0,9013626.0,8969049.0,F20Z,,2023-05-09T20:29:21.425Z,2025-11-18T01:38:55.197Z,current_2025_11_18,F20Z,3,Remedies Renewing Lives,36-2464898,F
362597822,Rogers Park Montessori School,% ROGE,1800 W BALMORAL AVE,Chicago,IL,60640-1002,0,3,3,2000,1967-09-01,1,11,046030000,1,1,2024-08-01,8,7,1,0,8,19696241.0,9016873.0,8965753.0,B21Z,,2023-05-09T20:29:21.803Z,2025-11-18T01:38:55.197Z,current_2025_11_18,B21Z,3,Rogers Park Montessori School,36-2597822,B
364021430,John Mark Co,% JAMES BAKKE,3801 EAGLE NEST DR STE B,Crete,IL,60417-1993,0,3,3,7000,1995-10-01,1,17,602000000,1,1,2018-12-01,8,8,13,0,12,12016276.0,12751676.0,8961288.0,X99,,2023-05-09T20:29:31.888Z,2025-11-18T01:38:58.133Z,current_2025_11_18,X99,3,John Mark Co,36-4021430,X
263430115,St Claras Manor,% FRANK SHEPKE,1450 CASTLE MANOR DR,Lincoln,IL,62656-6006,0,3,3,1000,2009-04-01,1,12,000000000,1,1,2024-12-01,6,7,1,0,12,1141385.0,9898073.0,9898073.0,E99,,2023-05-09T20:27:43.864Z,2025-11-18T01:38:21.228Z,current_2025_11_18,E99,3,St Claras Manor,26-3430115,E
362464449,Resthave Home Of Whiteside County Illinois,,408 MAPLE AVE,Morrison,IL,61270-2904,0,3,3,1000,1968-03-01,1,16,382179000,1,1,2024-08-01,8,7,1,0,8,14374161.0,8930649.0,8930649.0,E91Z,,2023-05-09T20:29:21.425Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E91Z,3,Resthave Home Of Whiteside County Illinois,36-2464449,E
461509028,Richard E Phelps Sr Foundation,% RICHARD E PHELPS SR,3551 - 7TH STREET,Moline,IL,61265-6156,0,3,3,1000,2013-02-01,1,4,000000000,1,1,2023-12-01,8,8,0,1,12,10712359.0,10398514.0,,T22,,2023-05-09T20:31:11.396Z,2025-11-18T01:39:37.091Z,current_2025_11_18,T22,3,Richard E Phelps Sr Foundation,46-1509028,T
363197918,Mercyhealth Development Foundation Inc,,8201 E RIVERSIDE BLVD,Rockford,IL,61114-2300,0,3,3,1000,1984-01-01,1,17,179000000,1,1,2024-06-01,9,9,1,0,6,50745703.0,67679080.0,8916066.0,T12,,2023-05-09T20:29:24.255Z,2025-11-18T01:38:55.197Z,current_2025_11_18,T12,3,Mercyhealth Development Foundation Inc,36-3197918,T
362167949,United Way Of Lake County Inc,% KRISTI LONG,330 S GREENLEAF ST,Gurnee,IL,60031-3389,0,3,3,1000,1947-05-01,1,15,600000000,1,1,2024-06-01,8,7,1,0,6,10023704.0,9926029.0,8903392.0,T70,,2023-05-09T20:29:20.421Z,2025-11-18T01:38:55.197Z,current_2025_11_18,T70,3,United Way Of Lake County Inc,36-2167949,T
203642680,Logs Employee Benefit Tr Welfare Benefit Plan,% GERALD B ALT,2801 LAKESIDE DR STE 207,Bannockburn,IL,60015-1200,0,9,3,1000,2014-04-01,2,0,000000000,2,1,2023-12-01,6,7,1,0,12,4189135.0,8890671.0,8890671.0,S43,,2023-05-09T20:26:26.370Z,2025-11-18T01:37:53.962Z,current_2025_11_18,S43,9,Logs Employee Benefit Tr Welfare Benefit Plan,20-3642680,S
360896250,Chicago Automobile Trade Association,,18W200 BUTTERFIELD RD,Oakbrook Ter,IL,60181-4810,0,6,3,4000,1940-02-01,2,0,065207036,1,1,2024-06-01,8,7,1,0,6,10862062.0,8873447.0,8873447.0,S41,,2023-05-09T20:29:19.730Z,2025-11-18T01:38:52.395Z,current_2025_11_18,S41,6,Chicago Automobile Trade Association,36-0896250,S
363604050,Crystal Tree Golf And Country Club,% KRISTIN AMBROSE,10700 W 153RD ST,Orland Park,IL,60462-2635,0,7,3,1000,2000-05-01,2,0,000000000,1,1,2024-03-01,8,8,1,0,3,23794629.0,10458054.0,8857954.0,N6A,,2023-05-09T20:29:28.358Z,2025-11-18T01:38:55.197Z,current_2025_11_18,N6A,7,Crystal Tree Golf And Country Club,36-3604050,N
376046646,William M Bedell Achievement And Resource Center,,PO BOX 349,Wood River,IL,62095-0349,0,3,3,2000,1958-06-01,1,11,999000000,1,1,2024-06-01,6,7,1,0,6,4251004.0,8857177.0,8856091.0,P82Z,,2023-05-09T20:29:49.284Z,2025-11-18T01:39:04.098Z,current_2025_11_18,P82Z,3,William M Bedell Achievement And Resource Center,37-6046646,P
320033719,Concordia Place,% BRENDA SWARTZ,3300 N WHIPPLE ST,Chicago,IL,60618-5718,0,3,3,1000,2003-02-01,1,15,000000000,1,1,2024-06-01,7,7,1,0,6,9055401.0,8854921.0,8854921.0,P33,,2023-05-09T20:28:26.698Z,2025-11-18T01:38:36.493Z,current_2025_11_18,P33,3,Concordia Place,32-0033719,P
371363355,United Methodist Village Retirement Communities Inc,,5201 ASBURY AVENUE,Godfrey,IL,62035-4802,0,3,3,1000,1997-01-01,1,15,029000000,1,1,2024-12-01,8,7,1,0,12,18418597.0,8848807.0,8845681.0,X99,,2023-05-09T20:29:45.043Z,2025-11-18T01:39:04.098Z,current_2025_11_18,X99,3,United Methodist Village Retirement Communities Inc,37-1363355,X
812218513,Field School,% CHERYL L SHOEMAKER,535 N PARKSIDE AVE,Chicago,IL,60644-1550,0,3,3,1200,2016-07-01,1,11,000000000,1,1,2024-07-01,7,7,1,0,7,8525388.0,8880556.0,8845056.0,B20,,2023-05-09T20:33:23.248Z,2025-11-18T01:40:26.356Z,current_2025_11_18,B20,3,Field School,81-2218513,B
363261347,The Richard H Driehaus Foundation,% BRENT OUTINEN,25 E ERIE ST,Chicago,IL,60611-2735,0,3,3,1000,1985-05-01,1,4,602000000,2,1,2023-12-01,9,8,0,1,12,363758900.0,41595970.0,,T20,,2023-05-09T20:29:25.186Z,2025-11-18T01:38:55.197Z,current_2025_11_18,T20,3,The Richard H Driehaus Foundation,36-3261347,T
362882292,Vietnamese Asso Of Illinois,,5110 N BROADWAY ST,Chicago,IL,60640-3004,0,3,3,1200,1979-12-01,1,16,408296000,1,1,2024-06-01,7,7,1,0,6,8808911.0,9403111.0,8828309.0,P840,,2023-05-09T20:29:22.496Z,2025-11-18T01:38:55.197Z,current_2025_11_18,P840,3,Vietnamese Asso Of Illinois,36-2882292,P
364295189,North Lawndale Employment Network,% BRENDA PALMS BARBER,1111 S HOMAN AVE,Chicago,IL,60624-4346,0,3,3,1000,2000-02-01,1,15,000000000,1,1,2024-06-01,8,7,1,0,6,10615662.0,8976442.0,8816239.0,J122,,2023-05-09T20:29:33.813Z,2025-11-18T01:38:58.133Z,current_2025_11_18,J122,3,North Lawndale Employment Network,36-4295189,J
362039824,Engine Manufacturers Association,,333 W WACKER DR STE 810,Chicago,IL,60606-1249,0,6,3,2000,1947-06-01,2,0,279000000,1,1,2024-12-01,8,8,1,0,12,12844333.0,10021593.0,8784509.0,S41,,2023-05-09T20:29:20.201Z,2025-11-18T01:38:52.395Z,current_2025_11_18,S41,6,Engine Manufacturers Association,36-2039824,S
